DataType;SortType;Threshold;Size;Time_ms
Random;Gybrid;40;74700;16.8928
Random;Gybrid;40;74800;17.5114
Random;Gybrid;40;74900;17.1746
Random;Gybrid;40;75000;18.1131
Random;Gybrid;40;75100;16.9151
Random;Gybrid;40;75200;16.9713
Random;Gybrid;40;75300;16.9711
Random;Gybrid;40;75400;17.7634
Random;Gybrid;40;75500;18.0476
Random;Gybrid;40;75600;18.0081
Random;Gybrid;40;75700;17.2371
Random;Gybrid;40;75800;17.5352
Random;Gybrid;40;75900;17.1259
Random;Gybrid;40;76000;17.2083
Random;Gybrid;40;76100;17.2352
Random;Gybrid;40;76200;17.205
Random;Gybrid;40;76300;18.0114
Random;Gybrid;40;76400;17.5096
Random;Gybrid;40;76500;17.6148
Random;Gybrid;40;76600;17.823
Random;Gybrid;40;76700;18.7545
Random;Gybrid;40;76800;17.5282
Random;Gybrid;40;76900;17.8377
Random;Gybrid;40;77000;17.4763
Random;Gybrid;40;77100;17.5908
Random;Gybrid;40;77200;18.224
Random;Gybrid;40;77300;17.499
Random;Gybrid;40;77400;17.6605
Random;Gybrid;40;77500;17.5139
Random;Gybrid;40;77600;17.9251
Random;Gybrid;40;77700;17.587
Random;Gybrid;40;77800;18.0972
Random;Gybrid;40;77900;18.842
Random;Gybrid;40;78000;18.2653
Random;Gybrid;40;78100;17.7156
Random;Gybrid;40;78200;18.2986
Random;Gybrid;40;78300;18.6213
Random;Gybrid;40;78400;18.2232
Random;Gybrid;40;78500;17.8388
Random;Gybrid;40;78600;17.8674
Random;Gybrid;40;78700;18.0165
Random;Gybrid;40;78800;17.9285
Random;Gybrid;40;78900;18.3829
Random;Gybrid;40;79000;18.1778
Random;Gybrid;40;79100;18.1817
Random;Gybrid;40;79200;18.2831
Random;Gybrid;40;79300;19.1098
Random;Gybrid;40;79400;19.0413
Random;Gybrid;40;79500;18.2995
Random;Gybrid;40;79600;19.4015
Random;Gybrid;40;79700;18.2136
Random;Gybrid;40;79800;18.4015
Random;Gybrid;40;79900;19.1698
Random;Gybrid;40;80000;18.3172
Random;Gybrid;40;80100;18.6492
Random;Gybrid;40;80200;18.5765
Random;Gybrid;40;80300;18.952
Random;Gybrid;40;80400;20.0269
Random;Gybrid;40;80500;18.598
Random;Gybrid;40;80600;18.7842
Random;Gybrid;40;80700;18.9778
Random;Gybrid;40;80800;18.4661
Random;Gybrid;40;80900;18.7136
Random;Gybrid;40;81000;18.4169
Random;Gybrid;40;81100;19.4287
Random;Gybrid;40;81200;19.915
Random;Gybrid;40;81300;18.7437
Random;Gybrid;40;81400;19.2966
Random;Gybrid;40;81500;19.7125
Random;Gybrid;40;81600;18.6812
Random;Gybrid;40;81700;19.6531
Random;Gybrid;40;81800;19.7054
Random;Gybrid;40;81900;19.5917
Random;Gybrid;40;82000;18.8181
Random;Gybrid;40;82100;18.8875
Random;Gybrid;40;82200;19.0755
Random;Gybrid;40;82300;19.907
Random;Gybrid;40;82400;19.1748
Random;Gybrid;40;82500;18.9536
Random;Gybrid;40;82600;19.176
Random;Gybrid;40;82700;19.4779
Random;Gybrid;40;82800;18.9462
Random;Gybrid;40;82900;19.2496
Random;Gybrid;40;83000;18.9661
Random;Gybrid;40;83100;19.2473
Random;Gybrid;40;83200;20.1581
Random;Gybrid;40;83300;19.0829
Random;Gybrid;40;83400;19.2201
Random;Gybrid;40;83500;19.4018
Random;Gybrid;40;83600;19.0315
Random;Gybrid;40;83700;19.3268
Random;Gybrid;40;83800;20.4727
Random;Gybrid;40;83900;19.5224
Random;Gybrid;40;84000;19.23
Random;Gybrid;40;84100;19.5313
Random;Gybrid;40;84200;20.5724
Random;Gybrid;40;84300;19.2515
Random;Gybrid;40;84400;20.6955
Random;Gybrid;40;84500;19.2461
Random;Gybrid;40;84600;19.7915
Random;Gybrid;40;84700;19.5252
Random;Gybrid;40;84800;19.2665
Random;Gybrid;40;84900;20.3571
Random;Gybrid;40;85000;19.5549
Random;Gybrid;40;85100;19.5001
Random;Gybrid;40;85200;19.473
Random;Gybrid;40;85300;19.6522
Random;Gybrid;40;85400;19.8253
Random;Gybrid;40;85500;19.4287
Random;Gybrid;40;85600;20.0657
Random;Gybrid;40;85700;19.6229
Random;Gybrid;40;85800;19.6187
Random;Gybrid;40;85900;19.6079
Random;Gybrid;40;86000;19.8642
Random;Gybrid;40;86100;19.5631
Random;Gybrid;40;86200;20.1749
Random;Gybrid;40;86300;20.4738
Random;Gybrid;40;86400;21.1264
Random;Gybrid;40;86500;19.8386
Random;Gybrid;40;86600;20.3214
Random;Gybrid;40;86700;20.941
Random;Gybrid;40;86800;19.8607
Random;Gybrid;40;86900;19.9362
Random;Gybrid;40;87000;19.8619
Random;Gybrid;40;87100;20.2745
Random;Gybrid;40;87200;19.8811
Random;Gybrid;40;87300;20.8442
Random;Gybrid;40;87400;20.8189
Random;Gybrid;40;87500;20.0535
Random;Gybrid;40;87600;20.4589
Random;Gybrid;40;87700;20.1135
Random;Gybrid;40;87800;20.5253
Random;Gybrid;40;87900;21.6555
Random;Gybrid;40;88000;20.0451
Random;Gybrid;40;88100;20.9055
Random;Gybrid;40;88200;20.1832
Random;Gybrid;40;88300;20.0939
Random;Gybrid;40;88400;20.3073
Random;Gybrid;40;88500;20.5582
Random;Gybrid;40;88600;20.7814
Random;Gybrid;40;88700;20.668
Random;Gybrid;40;88800;20.3402
Random;Gybrid;40;88900;20.7456
Random;Gybrid;40;89000;21.3202
Random;Gybrid;40;89100;20.9512
Random;Gybrid;40;89200;20.3683
Random;Gybrid;40;89300;20.5431
Random;Gybrid;40;89400;21.4903
Random;Gybrid;40;89500;21.2483
Random;Gybrid;40;89600;20.6581
Random;Gybrid;40;89700;20.3775
Random;Gybrid;40;89800;21.039
Random;Gybrid;40;89900;20.6612
Random;Gybrid;40;90000;20.8377
Random;Gybrid;40;90100;21.2987
Random;Gybrid;40;90200;22.1911
Random;Gybrid;40;90300;21.6796
Random;Gybrid;40;90400;20.7432
Random;Gybrid;40;90500;20.7588
Random;Gybrid;40;90600;20.7078
Random;Gybrid;40;90700;20.8842
Random;Gybrid;40;90800;20.805
Random;Gybrid;40;90900;21.69
Random;Gybrid;40;91000;21.3785
Random;Gybrid;40;91100;22.0052
Random;Gybrid;40;91200;21.1685
Random;Gybrid;40;91300;21.0197
Random;Gybrid;40;91400;21.5945
Random;Gybrid;40;91500;21.0198
Random;Gybrid;40;91600;20.9574
Random;Gybrid;40;91700;21.0818
Random;Gybrid;40;91800;21.9427
Random;Gybrid;40;91900;20.9727
Random;Gybrid;40;92000;21.2372
Random;Gybrid;40;92100;21.446
Random;Gybrid;40;92200;21.0418
Random;Gybrid;40;92300;21.1217
Random;Gybrid;40;92400;22.0606
Random;Gybrid;40;92500;21.3755
Random;Gybrid;40;92600;23.6439
Random;Gybrid;40;92700;21.4568
Random;Gybrid;40;92800;21.7639
Random;Gybrid;40;92900;21.4397
Random;Gybrid;40;93000;21.4957
Random;Gybrid;40;93100;21.2517
Random;Gybrid;40;93200;23.4304
Random;Gybrid;40;93300;21.8316
Random;Gybrid;40;93400;22.3806
Random;Gybrid;40;93500;22.383
Random;Gybrid;40;93600;22.4317
Random;Gybrid;40;93700;21.6185
Random;Gybrid;40;93800;21.5617
Random;Gybrid;40;93900;21.9117
Random;Gybrid;40;94000;21.6069
Random;Gybrid;40;94100;22.2571
Random;Gybrid;40;94200;21.717
Random;Gybrid;40;94300;21.5739
Random;Gybrid;40;94400;21.7469
Random;Gybrid;40;94500;22.8687
Random;Gybrid;40;94600;21.7944
Random;Gybrid;40;94700;22.3313
Random;Gybrid;40;94800;23.1686
Random;Gybrid;40;94900;22.9178
Random;Gybrid;40;95000;22.5919
Random;Gybrid;40;95100;22.9479
Random;Gybrid;40;95200;22.9065
Random;Gybrid;40;95300;21.8421
Random;Gybrid;40;95400;22.2374
Random;Gybrid;40;95500;21.9504
Random;Gybrid;40;95600;21.9373
Random;Gybrid;40;95700;21.8689
Random;Gybrid;40;95800;22.7639
Random;Gybrid;40;95900;22.7805
Random;Gybrid;40;96000;23.1429
Random;Gybrid;40;96100;22.2931
Random;Gybrid;40;96200;22.183
Random;Gybrid;40;96300;23.3716
Random;Gybrid;40;96400;22.1263
Random;Gybrid;40;96500;23.8875
Random;Gybrid;40;96600;22.2186
Random;Gybrid;40;96700;22.7061
Random;Gybrid;40;96800;22.8227
Random;Gybrid;40;96900;22.2088
Random;Gybrid;40;97000;22.6725
Random;Gybrid;40;97100;22.4209
Random;Gybrid;40;97200;23.5725
Random;Gybrid;40;97300;22.5324
Random;Gybrid;40;97400;23.0639
Random;Gybrid;40;97500;22.2129
Random;Gybrid;40;97600;22.3994
Random;Gybrid;40;97700;22.9108
Random;Gybrid;40;97800;22.5083
Random;Gybrid;40;97900;22.3592
Random;Gybrid;40;98000;22.7069
Random;Gybrid;40;98100;22.8913
Random;Gybrid;40;98200;23.8505
Random;Gybrid;40;98300;22.525
Random;Gybrid;40;98400;22.8272
Random;Gybrid;40;98500;22.6526
Random;Gybrid;40;98600;24.3957
Random;Gybrid;40;98700;24.6896
Random;Gybrid;40;98800;22.665
Random;Gybrid;40;98900;23.558
Random;Gybrid;40;99000;24.3389
Random;Gybrid;40;99100;23.3911
Random;Gybrid;40;99200;23.564
Random;Gybrid;40;99300;23.5565
Random;Gybrid;40;99400;22.9551
Random;Gybrid;40;99500;23.9394
Random;Gybrid;40;99600;24.6876
Random;Gybrid;40;99700;23.2733
Random;Gybrid;40;99800;24.1806
Random;Gybrid;40;99900;24.1183
Random;Gybrid;40;100000;24.3028
Random;Gybrid;80;500;0.1093
Random;Gybrid;80;600;0.1433
Random;Gybrid;80;700;0.1456
Random;Gybrid;80;800;0.1742
Random;Gybrid;80;900;0.2091
Random;Gybrid;80;1000;0.2428
Random;Gybrid;80;1100;0.276
Random;Gybrid;80;1200;0.3232
Random;Gybrid;80;1300;0.3007
Random;Gybrid;80;1400;0.4334
Random;Gybrid;80;1500;0.3634
Random;Gybrid;80;1600;0.3961
Random;Gybrid;80;1700;0.4373
Random;Gybrid;80;1800;0.4709
Random;Gybrid;80;1900;0.6971
Random;Gybrid;80;2000;0.5446
Random;Gybrid;80;2100;0.574
Random;Gybrid;80;2200;0.6126
Random;Gybrid;80;2300;0.6527
Random;Gybrid;80;2400;0.7135
Random;Gybrid;80;2500;0.75
Random;Gybrid;80;2600;0.6673
Random;Gybrid;80;2700;0.7094
Random;Gybrid;80;2800;0.7457
Random;Gybrid;80;2900;0.774
Random;Gybrid;80;3000;0.8086
Random;Gybrid;80;3100;1.0076
Random;Gybrid;80;3200;1.127
Random;Gybrid;80;3300;0.9118
Random;Gybrid;80;3400;0.9614
Random;Gybrid;80;3500;1.0011
Random;Gybrid;80;3600;1.0291
Random;Gybrid;80;3700;1.0652
Random;Gybrid;80;3800;1.1021
Random;Gybrid;80;3900;1.1436
Random;Gybrid;80;4000;1.2009
Random;Gybrid;80;4100;1.2196
Random;Gybrid;80;4200;1.2641
Random;Gybrid;80;4300;1.3078
Random;Gybrid;80;4400;1.8796
Random;Gybrid;80;4500;1.4016
Random;Gybrid;80;4600;1.4286
Random;Gybrid;80;4700;1.4845
Random;Gybrid;80;4800;1.5321
Random;Gybrid;80;4900;1.5766
Random;Gybrid;80;5000;1.6216
Random;Gybrid;80;5100;1.6678
Random;Gybrid;80;5200;1.9983
Random;Gybrid;80;5300;1.5163
Random;Gybrid;80;5400;1.9503
Random;Gybrid;80;5500;1.5836
Random;Gybrid;80;5600;1.6231
Random;Gybrid;80;5700;1.6493
Random;Gybrid;80;5800;1.6874
Random;Gybrid;80;5900;2.1369
Random;Gybrid;80;6000;1.7673
Random;Gybrid;80;6100;1.8012
Random;Gybrid;80;6200;2.1237
Random;Gybrid;80;6300;1.8974
Random;Gybrid;80;6400;1.8442
Random;Gybrid;80;6500;3.0773
Random;Gybrid;80;6600;1.786
Random;Gybrid;80;6700;1.7779
Random;Gybrid;80;6800;2.2725
Random;Gybrid;80;6900;1.7288
Random;Gybrid;80;7000;1.7053
Random;Gybrid;80;7100;1.6937
Random;Gybrid;80;7200;1.6578
Random;Gybrid;80;7300;1.6507
Random;Gybrid;80;7400;1.6367
Random;Gybrid;80;7500;1.6199
Random;Gybrid;80;7600;1.5943
Random;Gybrid;80;7700;1.5937
Random;Gybrid;80;7800;1.5643
Random;Gybrid;80;7900;1.561
Random;Gybrid;80;8000;1.5656
Random;Gybrid;80;8100;1.5897
Random;Gybrid;80;8200;1.6057
Random;Gybrid;80;8300;1.6386
Random;Gybrid;80;8400;1.6709
Random;Gybrid;80;8500;1.6988
Random;Gybrid;80;8600;1.7174
Random;Gybrid;80;8700;1.7484
Random;Gybrid;80;8800;1.7788
Random;Gybrid;80;8900;1.8072
Random;Gybrid;80;9000;2.0555
Random;Gybrid;80;9100;1.8702
Random;Gybrid;80;9200;1.8779
Random;Gybrid;80;9300;1.9192
Random;Gybrid;80;9400;1.9477
Random;Gybrid;80;9500;2.3365
Random;Gybrid;80;9600;2.005
Random;Gybrid;80;9700;2.0264
Random;Gybrid;80;9800;2.3948
Random;Gybrid;80;9900;2.0907
Random;Gybrid;80;10000;2.1236
Random;Gybrid;80;10100;2.7444
Random;Gybrid;80;10200;2.1777
Random;Gybrid;80;10300;2.0778
Random;Gybrid;80;10400;2.0678
Random;Gybrid;80;10500;1.9707
Random;Gybrid;80;10600;1.9903
Random;Gybrid;80;10700;2.0259
Random;Gybrid;80;10800;2.0468
Random;Gybrid;80;10900;2.0667
Random;Gybrid;80;11000;2.0848
Random;Gybrid;80;11100;2.1094
Random;Gybrid;80;11200;2.1291
Random;Gybrid;80;11300;2.1637
Random;Gybrid;80;11400;2.1812
Random;Gybrid;80;11500;2.2054
Random;Gybrid;80;11600;2.2308
Random;Gybrid;80;11700;2.2792
Random;Gybrid;80;11800;2.2777
Random;Gybrid;80;11900;2.312
Random;Gybrid;80;12000;2.6284
Random;Gybrid;80;12100;2.3418
Random;Gybrid;80;12200;2.3738
Random;Gybrid;80;12300;2.3991
Random;Gybrid;80;12400;2.4158
Random;Gybrid;80;12500;2.4484
Random;Gybrid;80;12600;2.4821
Random;Gybrid;80;12700;3.9851
Random;Gybrid;80;12800;2.5106
Random;Gybrid;80;12900;2.5474
Random;Gybrid;80;13000;2.5727
Random;Gybrid;80;13100;2.5953
Random;Gybrid;80;13200;2.6166
Random;Gybrid;80;13300;2.6484
Random;Gybrid;80;13400;2.6719
Random;Gybrid;80;13500;4.0836
Random;Gybrid;80;13600;2.8562
Random;Gybrid;80;13700;2.7504
Random;Gybrid;80;13800;2.7917
Random;Gybrid;80;13900;2.8071
Random;Gybrid;80;14000;2.8233
Random;Gybrid;80;14100;2.8493
Random;Gybrid;80;14200;2.8826
Random;Gybrid;80;14300;2.901
Random;Gybrid;80;14400;2.9243
Random;Gybrid;80;14500;2.9549
Random;Gybrid;80;14600;2.9759
Random;Gybrid;80;14700;3.004
Random;Gybrid;80;14800;3.0368
Random;Gybrid;80;14900;3.0506
Random;Gybrid;80;15000;3.0892
Random;Gybrid;80;15100;3.1261
Random;Gybrid;80;15200;3.1345
Random;Gybrid;80;15300;3.1662
Random;Gybrid;80;15400;3.1969
Random;Gybrid;80;15500;3.2158
Random;Gybrid;80;15600;3.3955
Random;Gybrid;80;15700;3.5561
Random;Gybrid;80;15800;3.8819
Random;Gybrid;80;15900;3.3571
Random;Gybrid;80;16000;3.3685
Random;Gybrid;80;16100;3.392
Random;Gybrid;80;16200;3.4125
Random;Gybrid;80;16300;3.4357
Random;Gybrid;80;16400;3.4587
Random;Gybrid;80;16500;3.496
Random;Gybrid;80;16600;4.3704
Random;Gybrid;80;16700;3.5419
Random;Gybrid;80;16800;3.5796
Random;Gybrid;80;16900;3.6038
Random;Gybrid;80;17000;3.6445
Random;Gybrid;80;17100;3.6683
Random;Gybrid;80;17200;3.8865
Random;Gybrid;80;17300;3.7286
Random;Gybrid;80;17400;3.7479
Random;Gybrid;80;17500;3.7692
Random;Gybrid;80;17600;3.8109
Random;Gybrid;80;17700;5.856
Random;Gybrid;80;17800;3.8633
Random;Gybrid;80;17900;3.9303
Random;Gybrid;80;18000;3.9554
Random;Gybrid;80;18100;4.0081
Random;Gybrid;80;18200;4.0196
Random;Gybrid;80;18300;4.04
Random;Gybrid;80;18400;4.5735
Random;Gybrid;80;18500;4.1003
Random;Gybrid;80;18600;4.1309
Random;Gybrid;80;18700;4.5367
Random;Gybrid;80;18800;4.1791
Random;Gybrid;80;18900;4.2292
Random;Gybrid;80;19000;5.6198
Random;Gybrid;80;19100;4.2717
Random;Gybrid;80;19200;4.3065
Random;Gybrid;80;19300;4.9422
Random;Gybrid;80;19400;4.3571
Random;Gybrid;80;19500;4.3991
Random;Gybrid;80;19600;4.427
Random;Gybrid;80;19700;4.462
Random;Gybrid;80;19800;4.7258
Random;Gybrid;80;19900;4.5205
Random;Gybrid;80;20000;4.6092
Random;Gybrid;80;20100;4.5816
Random;Gybrid;80;20200;4.6216
Random;Gybrid;80;20300;4.6868
Random;Gybrid;80;20400;4.6714
Random;Gybrid;80;20500;4.6581
Random;Gybrid;80;20600;4.5423
Random;Gybrid;80;20700;4.2764
Random;Gybrid;80;20800;4.2273
Random;Gybrid;80;20900;4.255
Random;Gybrid;80;21000;4.665
Random;Gybrid;80;21100;4.305
Random;Gybrid;80;21200;4.7426
Random;Gybrid;80;21300;4.3537
Random;Gybrid;80;21400;4.5103
Random;Gybrid;80;21500;4.3869
Random;Gybrid;80;21600;4.6742
Random;Gybrid;80;21700;4.5216
Random;Gybrid;80;21800;4.4321
Random;Gybrid;80;21900;4.4606
Random;Gybrid;80;22000;4.4829
Random;Gybrid;80;22100;4.6406
Random;Gybrid;80;22200;4.5351
Random;Gybrid;80;22300;4.5545
Random;Gybrid;80;22400;4.5913
Random;Gybrid;80;22500;4.6519
Random;Gybrid;80;22600;4.6414
Random;Gybrid;80;22700;4.83
Random;Gybrid;80;22800;5.0469
Random;Gybrid;80;22900;4.7192
Random;Gybrid;80;23000;4.8652
Random;Gybrid;80;23100;4.7618
Random;Gybrid;80;23200;4.7908
Random;Gybrid;80;23300;4.8444
Random;Gybrid;80;23400;4.8435
Random;Gybrid;80;23500;4.8663
Random;Gybrid;80;23600;5.4809
Random;Gybrid;80;23700;4.8986
Random;Gybrid;80;23800;4.9484
Random;Gybrid;80;23900;5.3222
Random;Gybrid;80;24000;4.9896
Random;Gybrid;80;24100;5.0153
Random;Gybrid;80;24200;5.3641
Random;Gybrid;80;24300;5.0636
Random;Gybrid;80;24400;5.0996
Random;Gybrid;80;24500;5.2108
Random;Gybrid;80;24600;5.1476
Random;Gybrid;80;24700;5.1506
Random;Gybrid;80;24800;5.1905
Random;Gybrid;80;24900;6.5234
Random;Gybrid;80;25000;5.453
Random;Gybrid;80;25100;5.2716
Random;Gybrid;80;25200;5.2992
Random;Gybrid;80;25300;5.3094
Random;Gybrid;80;25400;5.5039
Random;Gybrid;80;25500;5.4922
Random;Gybrid;80;25600;5.5604
Random;Gybrid;80;25700;5.4173
Random;Gybrid;80;25800;5.512
Random;Gybrid;80;25900;5.4878
Random;Gybrid;80;26000;5.6471
Random;Gybrid;80;26100;5.5907
Random;Gybrid;80;26200;6.4428
Random;Gybrid;80;26300;5.5725
Random;Gybrid;80;26400;5.6232
Random;Gybrid;80;26500;5.7276
Random;Gybrid;80;26600;5.6959
Random;Gybrid;80;26700;5.7727
Random;Gybrid;80;26800;5.7882
Random;Gybrid;80;26900;6.1388
Random;Gybrid;80;27000;6.0519
Random;Gybrid;80;27100;5.9938
Random;Gybrid;80;27200;5.9192
Random;Gybrid;80;27300;6.0782
Random;Gybrid;80;27400;6.0011
Random;Gybrid;80;27500;6.3983
Random;Gybrid;80;27600;6.1432
Random;Gybrid;80;27700;5.9871
Random;Gybrid;80;27800;6.2727
Random;Gybrid;80;27900;6.4117
Random;Gybrid;80;28000;6.2255
Random;Gybrid;80;28100;6.2688
Random;Gybrid;80;28200;7.1322
Random;Gybrid;80;28300;6.7858
Random;Gybrid;80;28400;6.2754
Random;Gybrid;80;28500;6.2412
Random;Gybrid;80;28600;6.4691
Random;Gybrid;80;28700;6.4684
Random;Gybrid;80;28800;6.2928
Random;Gybrid;80;28900;6.3172
Random;Gybrid;80;29000;6.3348
Random;Gybrid;80;29100;6.3682
Random;Gybrid;80;29200;6.4671
Random;Gybrid;80;29300;6.545
Random;Gybrid;80;29400;6.4986
Random;Gybrid;80;29500;6.5695
Random;Gybrid;80;29600;6.5585
Random;Gybrid;80;29700;6.5228
Random;Gybrid;80;29800;6.5656
Random;Gybrid;80;29900;6.6791
Random;Gybrid;80;30000;6.6442
Random;Gybrid;80;30100;6.947
Random;Gybrid;80;30200;6.7106
Random;Gybrid;80;30300;6.9003
Random;Gybrid;80;30400;6.7394
Random;Gybrid;80;30500;6.8319
Random;Gybrid;80;30600;7.0996
Random;Gybrid;80;30700;7.2199
Random;Gybrid;80;30800;6.8533
Random;Gybrid;80;30900;6.9297
Random;Gybrid;80;31000;7.1051
Random;Gybrid;80;31100;7.0111
Random;Gybrid;80;31200;6.9848
Random;Gybrid;80;31300;6.9567
Random;Gybrid;80;31400;7.6661
Random;Gybrid;80;31500;7.2127
Random;Gybrid;80;31600;7.1716
Random;Gybrid;80;31700;7.1095
Random;Gybrid;80;31800;7.4602
Random;Gybrid;80;31900;7.2034
Random;Gybrid;80;32000;7.1724
Random;Gybrid;80;32100;7.3286
Random;Gybrid;80;32200;7.736
Random;Gybrid;80;32300;7.2925
Random;Gybrid;80;32400;8.5511
Random;Gybrid;80;32500;7.4268
Random;Gybrid;80;32600;7.92
Random;Gybrid;80;32700;8.2082
Random;Gybrid;80;32800;7.4333
Random;Gybrid;80;32900;7.4433
Random;Gybrid;80;33000;7.4892
Random;Gybrid;80;33100;7.6283
Random;Gybrid;80;33200;9.179
Random;Gybrid;80;33300;7.6092
Random;Gybrid;80;33400;7.7908
Random;Gybrid;80;33500;7.714
Random;Gybrid;80;33600;7.6591
Random;Gybrid;80;33700;7.9824
Random;Gybrid;80;33800;9.4525
Random;Gybrid;80;33900;7.8841
Random;Gybrid;80;34000;7.8548
Random;Gybrid;80;34100;8.0889
Random;Gybrid;80;34200;7.93
Random;Gybrid;80;34300;8.2438
Random;Gybrid;80;34400;7.918
Random;Gybrid;80;34500;8.3672
Random;Gybrid;80;34600;9.743
Random;Gybrid;80;34700;8.7486
Random;Gybrid;80;34800;8.1889
Random;Gybrid;80;34900;8.1183
Random;Gybrid;80;35000;8.2309
Random;Gybrid;80;35100;8.2593
Random;Gybrid;80;35200;8.1701
Random;Gybrid;80;35300;8.2818
Random;Gybrid;80;35400;8.2604
Random;Gybrid;80;35500;8.3229
Random;Gybrid;80;35600;8.2794
Random;Gybrid;80;35700;9.1992
Random;Gybrid;80;35800;8.3829
Random;Gybrid;80;35900;8.6421
Random;Gybrid;80;36000;8.6815
Random;Gybrid;80;36100;8.5195
Random;Gybrid;80;36200;8.5376
Random;Gybrid;80;36300;8.4966
Random;Gybrid;80;36400;8.6022
Random;Gybrid;80;36500;8.6229
Random;Gybrid;80;36600;8.6383
Random;Gybrid;80;36700;8.6662
Random;Gybrid;80;36800;8.7994
Random;Gybrid;80;36900;9.0032
Random;Gybrid;80;37000;8.7283
Random;Gybrid;80;37100;8.7987
Random;Gybrid;80;37200;8.932
Random;Gybrid;80;37300;8.9522
Random;Gybrid;80;37400;8.8755
Random;Gybrid;80;37500;8.9829
Random;Gybrid;80;37600;9.0878
Random;Gybrid;80;37700;9.4971
Random;Gybrid;80;37800;9.0219
Random;Gybrid;80;37900;9.0753
Random;Gybrid;80;38000;9.2124
Random;Gybrid;80;38100;9.2203
Random;Gybrid;80;38200;9.0898
Random;Gybrid;80;38300;9.1198
Random;Gybrid;80;38400;9.3365
Random;Gybrid;80;38500;10.4217
Random;Gybrid;80;38600;9.5425
Random;Gybrid;80;38700;9.3669
Random;Gybrid;80;38800;9.3285
Random;Gybrid;80;38900;9.3903
Random;Gybrid;80;39000;9.5026
Random;Gybrid;80;39100;9.4724
Random;Gybrid;80;39200;9.4682
Random;Gybrid;80;39300;10.5995
Random;Gybrid;80;39400;10.0277
Random;Gybrid;80;39500;9.6542
Random;Gybrid;80;39600;9.5763
Random;Gybrid;80;39700;9.5527
Random;Gybrid;80;39800;9.7541
Random;Gybrid;80;39900;9.7564
Random;Gybrid;80;40000;10.0037
Random;Gybrid;80;40100;9.7083
Random;Gybrid;80;40200;9.8958
Random;Gybrid;80;40300;10.9248
Random;Gybrid;80;40400;9.9257
Random;Gybrid;80;40500;9.9466
Random;Gybrid;80;40600;9.9603
Random;Gybrid;80;40700;9.9614
Random;Gybrid;80;40800;9.9871
Random;Gybrid;80;40900;10.1157
Random;Gybrid;80;41000;9.9556
Random;Gybrid;80;41100;9.9384
Random;Gybrid;80;41200;10.5757
Random;Gybrid;80;41300;9.3319
Random;Gybrid;80;41400;9.3056
Random;Gybrid;80;41500;9.0388
Random;Gybrid;80;41600;9.0399
Random;Gybrid;80;41700;9.1006
Random;Gybrid;80;41800;9.3115
Random;Gybrid;80;41900;9.1569
Random;Gybrid;80;42000;9.3534
Random;Gybrid;80;42100;9.2243
Random;Gybrid;80;42200;9.7112
Random;Gybrid;80;42300;9.3565
Random;Gybrid;80;42400;9.2322
Random;Gybrid;80;42500;10.0472
Random;Gybrid;80;42600;9.4536
Random;Gybrid;80;42700;9.3201
Random;Gybrid;80;42800;9.4549
Random;Gybrid;80;42900;9.3661
Random;Gybrid;80;43000;9.484
Random;Gybrid;80;43100;9.5025
Random;Gybrid;80;43200;10.612
Random;Gybrid;80;43300;9.5909
Random;Gybrid;80;43400;9.5768
Random;Gybrid;80;43500;9.5389
Random;Gybrid;80;43600;9.6854
Random;Gybrid;80;43700;10.1926
Random;Gybrid;80;43800;9.5776
Random;Gybrid;80;43900;9.6494
Random;Gybrid;80;44000;9.6956
Random;Gybrid;80;44100;9.8751
Random;Gybrid;80;44200;9.9647
Random;Gybrid;80;44300;9.7452
Random;Gybrid;80;44400;10.1084
Random;Gybrid;80;44500;9.9052
Random;Gybrid;80;44600;10.2692
Random;Gybrid;80;44700;10.2345
Random;Gybrid;80;44800;9.8504
Random;Gybrid;80;44900;9.9802
Random;Gybrid;80;45000;10.1222
Random;Gybrid;80;45100;10.1743
Random;Gybrid;80;45200;10.0675
Random;Gybrid;80;45300;10.0262
Random;Gybrid;80;45400;10.7088
Random;Gybrid;80;45500;10.0986
Random;Gybrid;80;45600;10.15
Random;Gybrid;80;45700;10.2084
Random;Gybrid;80;45800;10.2688
Random;Gybrid;80;45900;10.2903
Random;Gybrid;80;46000;11.9346
Random;Gybrid;80;46100;10.3115
Random;Gybrid;80;46200;10.3765
Random;Gybrid;80;46300;10.4172
Random;Gybrid;80;46400;10.3242
Random;Gybrid;80;46500;11.1947
Random;Gybrid;80;46600;10.3913
Random;Gybrid;80;46700;10.431
Random;Gybrid;80;46800;10.4198
Random;Gybrid;80;46900;11.6988
Random;Gybrid;80;47000;10.4279
Random;Gybrid;80;47100;10.6898
Random;Gybrid;80;47200;10.5245
Random;Gybrid;80;47300;10.6115
Random;Gybrid;80;47400;10.9808
Random;Gybrid;80;47500;10.7547
Random;Gybrid;80;47600;11.0659
Random;Gybrid;80;47700;10.7621
Random;Gybrid;80;47800;10.6723
Random;Gybrid;80;47900;10.7529
Random;Gybrid;80;48000;10.8379
Random;Gybrid;80;48100;10.8442
Random;Gybrid;80;48200;10.9145
Random;Gybrid;80;48300;11.4941
Random;Gybrid;80;48400;10.9308
Random;Gybrid;80;48500;12.5675
Random;Gybrid;80;48600;10.9285
Random;Gybrid;80;48700;10.9916
Random;Gybrid;80;48800;10.9774
Random;Gybrid;80;48900;11.0871
